"","COUNTY","DATE","Population","death_est_total_inf","death_inf_vacc_obs_imm","N","I","R","S"
"125","Alamance",2021-01-24,163324,153.846153846154,27.5550317098236,163324,153.846153846154,44850.1338359061,118320.020010248
"126","Alamance",2021-01-25,163324,0,27.7144668595505,163324,0,45264.3758536923,118059.624146308
"127","Alamance",2021-01-26,163324,0,27.8797390385986,163324,0,45534.3049874007,117789.695012599
"128","Alamance",2021-01-27,163324,0,28.05084824693,163324,0,45813.767390816,117510.232609184
"129","Alamance",2021-01-28,163324,461.538461538462,28.5011756123874,163324,461.538461538462,46087.7215956371,116774.739942824
"130","Alamance",2021-01-29,163324,0,28.6815973804609,163324,0,46843.9321056639,116480.067894336
"131","Alamance",2021-01-30,163324,0,28.8661686691011,163324,0,47145.3813171227,116178.618682877
"132","Alamance",2021-01-31,163324,153.846153846154,29.1453107987183,163324,153.846153846154,47447.4412550526,115722.712591101
"133","Alamance",2021-02-01,163324,0,29.3379353104629,163324,0,47915.8894664605,115408.11053354
"134","Alamance",2021-02-02,163324,0,29.5347040541064,163324,0,48237.2600493288,115086.739950671
"135","Alamance",2021-02-03,163324,0,29.7356170296488,163324,0,48565.3991575037,114758.600842496
"136","Alamance",2021-02-04,163324,307.692307692308,30.1194868694013,163324,307.692307692308,48884.6584268887,114131.649265419
"137","Alamance",2021-02-05,163324,0,30.3162474288856,163324,0,49513.7079507531,113810.292049247
"138","Alamance",2021-02-06,163324,0,30.5052347085214,163324,0,49822.3695353455,113501.630464654
"139","Alamance",2021-02-07,163324,153.846153846154,30.7751296438705,163324,153.846153846154,50109.3265857088,113060.827260445
"140","Alamance",2021-02-08,163324,0,30.9483484608363,163324,0,50546.0806401762,112777.919359824
"141","Alamance",2021-02-09,163324,0,31.11380394322,163324,0,50816.3091522246,112507.690847775
"142","Alamance",2021-02-10,163324,0,31.2714960910163,163324,0,51073.8582756915,112250.141724309
"143","Alamance",2021-02-11,163324,0,31.4214249042675,163324,0,51318.7280106458,112005.271989354
"144","Alamance",2021-02-12,163324,0,31.5771623904615,163324,0,51573.0847025974,111750.915297403
"145","Alamance",2021-02-13,163324,0,31.7387085495986,163324,0,51836.9283515464,111487.071648454
"146","Alamance",2021-02-14,163324,0,31.9060633816785,163324,0,52110.2589574926,111213.741042507
"147","Alamance",2021-02-15,163324,0,32.0792268867014,163324,0,52393.0765204362,110930.923479564
"148","Alamance",2021-02-16,163324,0,32.2581990646672,163324,0,52685.3810403771,110638.618959623
"149","Alamance",2021-02-17,163324,0,32.442979915576,163324,0,52987.1725173153,110336.827482685
"150","Alamance",2021-02-18,163324,0,32.6335694394277,163324,0,53298.4509512508,110025.549048749
"151","Alamance",2021-02-19,163324,0,32.8324090796947,163324,0,53623.2038053206,109700.796194679
"152","Alamance",2021-02-20,163324,0,33.0394988364141,163324,0,53961.431079585,109362.568920415
"153","Alamance",2021-02-21,163324,153.846153846154,33.3403429989333,163324,153.846153846154,54298.9356457317,108871.218200422
"154","Alamance",2021-02-22,163324,0,33.5636465572227,163324,0,54817.4901031183,108506.509896882
"155","Alamance",2021-02-23,163324,0,33.7951896631031,163324,0,55195.6555653665,108128.344434633
"156","Alamance",2021-02-24,163324,0,34.0349723165378,163324,0,55587.2781862623,107736.721813738
"157","Alamance",2021-02-25,163324,0,34.2829945175637,163324,0,55992.3579658657,107331.642034134
"158","Alamance",2021-02-26,163324,0,34.5159999522634,163324,0,56372.9117620347,106951.088237965
"159","Alamance",2021-02-27,163324,0,34.7339886206371,163324,0,56728.9395747694,106595.060425231
"160","Alamance",2021-02-28,163324,153.846153846154,35.0204168319911,163324,153.846153846154,57042.899432835,106127.254413319
"161","Alamance",2021-03-01,163324,0,35.2081308778401,163324,0,57503.3276749236,105820.672325076
"162","Alamance",2021-03-02,163324,0,35.3808474193519,163324,0,57785.4152391823,105538.584760818
"163","Alamance",2021-03-03,163324,0,35.5385664565319,163324,0,58043.0082794661,105280.991720534
"164","Alamance",2021-03-04,163324,0,35.6812879893747,163324,0,58276.1067957664,105047.893204234
"165","Alamance",2021-03-05,163324,0,35.8429109159261,163324,0,58540.0758243272,104783.924175673
"166","Alamance",2021-03-06,163324,0,36.0234352361861,163324,0,58834.9153651486,104489.084634851
"167","Alamance",2021-03-07,163324,307.692307692308,36.3866848586523,163324,307.692307692308,59120.496870853,103895.810821455
"168","Alamance",2021-03-08,163324,0,36.6044511509551,163324,0,59783.8537977858,103540.146202214
"169","Alamance",2021-03-09,163324,0,36.8410702850834,163324,0,60170.3096324096,103153.69036759
"170","Alamance",2021-03-10,163324,0,37.0965422610373,163324,0,60587.5566824166,102736.443317583
"171","Alamance",2021-03-11,163324,0,37.3708670788168,163324,0,61035.5949478067,102288.405052193
"172","Alamance",2021-03-12,163324,0,37.6452159734189,163324,0,61483.6725364268,101840.327463573
"173","Alamance",2021-03-13,163324,0,37.9195889448384,163324,0,61931.7894482679,101392.210551732
"174","Alamance",2021-03-14,163324,307.692307692308,38.3531555436393,163324,307.692307692308,62332.2154524011,100684.092239907
"175","Alamance",2021-03-15,163324,0,38.6268699496178,163324,0,63086.9490765138,100237.050923486
"176","Alamance",2021-03-16,163324,0,38.9006083704084,163324,0,63534.0296148858,99789.9703851142
"177","Alamance",2021-03-17,163324,0,39.174370806011,163324,0,63981.1493752095,99342.8506247905
"178","Alamance",2021-03-18,163324,0,39.4481572564311,163324,0,64428.3083574936,98895.6916425064
"179","Alamance",2021-03-19,163324,0,39.7324134785254,163324,0,64892.5669896669,98431.4330103331
"180","Alamance",2021-03-20,163324,0,40.0271394722999,163324,0,65373.9252717391,97950.0747282609
"181","Alamance",2021-03-21,163324,153.846153846154,40.4093649338295,163324,153.846153846154,65844.3450306816,97325.8088154723
"182","Alamance",2021-03-22,163324,0,40.7246229534478,163324,0,66513.0831924891,96810.9168075109
"183","Alamance",2021-03-23,163324,0,41.0503372284832,163324,0,67045.0527750479,96278.9472249521
"184","Alamance",2021-03-24,163324,0,41.3865077589441,163324,0,67594.0999322178,95729.9000677822
"185","Alamance",2021-03-25,163324,0,41.7331345448252,163324,0,68160.2246639904,95163.7753360096
"186","Alamance",2021-03-26,163324,0,42.0857658061622,163324,0,68736.1561452564,94587.8438547436
"187","Alamance",2021-03-27,163324,0,42.4444015429551,163324,0,69321.894376016,94002.105623984
"188","Alamance",2021-03-28,163324,307.692307692308,42.956897273984,163324,307.692307692308,69851.2305960693,93165.0770962384
"189","Alamance",2021-03-29,163324,0,43.3265837356588,163324,0,70762.7096204273,92561.2903795727
"190","Alamance",2021-03-30,163324,0,43.7022591494469,163324,0,71376.2777332427,91947.7222667573
"191","Alamance",2021-03-31,163324,0,44.0839235153173,163324,0,71999.6272421568,91324.3727578432
"192","Alamance",2021-04-01,163324,0,44.471576833301,163324,0,72632.7581472205,90691.2418527795
"193","Alamance",2021-04-02,163324,0,44.8608066459937,163324,0,73268.4638465028,90055.5361534972
"194","Alamance",2021-04-03,163324,0,45.2516129534319,163324,0,73906.7443400631,89417.2556599369
"195","Alamance",2021-04-04,163324,307.692307692308,45.7848863247205,163324,307.692307692308,74470.0154332941,88546.2922590136
"196","Alamance",2021-04-05,163324,0,46.1778244804895,163324,0,75419.4700545147,87904.5299454853
"197","Alamance",2021-04-06,163324,0,46.5723350447385,163324,0,76063.8004884687,87260.1995115313
"198","Alamance",2021-04-07,163324,0,46.968418017433,163324,0,76710.6990427923,86613.3009572077
"199","Alamance",2021-04-08,163324,0,47.3660733985679,163324,0,77360.165717477,85963.834282523
"200","Alamance",2021-04-09,163324,0,47.7525059137673,163324,0,77991.3027586013,85332.6972413987
"201","Alamance",2021-04-10,163324,0,48.1277155630003,163324,0,78604.1101661146,84719.8898338854
"202","Alamance",2021-04-11,163324,153.846153846154,48.5586304856649,163324,153.846153846154,79154.0515005611,84016.1023455927
"203","Alamance",2021-04-12,163324,0,48.910936033496,163324,0,79883.297167347,83440.702832653
"204","Alamance",2021-04-13,163324,0,49.2520332979677,163324,0,80440.3908635727,82883.6091364273
"205","Alamance",2021-04-14,163324,0,49.5819222791216,163324,0,80979.1787431525,82344.8212568475
"206","Alamance",2021-04-15,163324,0,49.900602976935,163324,0,81499.6608060494,81824.3391939506
"207","Alamance",2021-04-16,163324,0,50.2288686861121,163324,0,82035.7974929057,81288.2025070943
"208","Alamance",2021-04-17,163324,0,50.5667194067059,163324,0,82587.5888038083,80736.4111961917
"209","Alamance",2021-04-18,163324,0,50.9141551386632,163324,0,83155.0347386704,80168.9652613296
"210","Alamance",2021-04-19,163324,0,51.2711758819873,163324,0,83738.1352974969,79585.8647025031
"211","Alamance",2021-04-20,163324,0,51.6377816367174,163324,0,84336.8904803523,78987.1095196477
"212","Alamance",2021-04-21,163324,0,52.013972402796,163324,0,84951.3002871426,78372.6997128574
"213","Alamance",2021-04-22,163324,0,52.3997481802626,163324,0,85581.3647179321,77742.6352820679
"214","Alamance",2021-04-23,163324,0,52.7576331705689,163324,0,86165.8767995,77158.1232005
"215","Alamance",2021-04-24,163324,0,53.0876273737096,163324,0,86704.8365318375,76619.1634681625
"216","Alamance",2021-04-25,163324,0,53.3897307896932,163324,0,87198.2439149585,76125.7560850415
"217","Alamance",2021-04-26,163324,0,53.6639434184748,163324,0,87646.0989487898,75677.9010512102
"218","Alamance",2021-04-27,163324,0,53.9102652600993,163324,0,88048.4016334046,75275.5983665954
"219","Alamance",2021-04-28,163324,0,54.1286963145582,163324,0,88405.151968789,74918.848031211
"220","Alamance",2021-04-29,163324,0,54.3192365818599,163324,0,88716.3499549569,74607.6500450431
"221","Alamance",2021-04-30,163324,0,54.5023128466188,163324,0,89015.3574336116,74308.6425663884
"222","Alamance",2021-05-01,163324,0,54.6779251088657,163324,0,89302.1744048038,74021.8255951962
"223","Alamance",2021-05-02,163324,0,54.8460733685729,163324,0,89576.8008684879,73747.1991315121
"224","Alamance",2021-05-03,163324,0,55.0067576257318,163324,0,89839.2368246502,73484.7631753498
"225","Alamance",2021-05-04,163324,0,55.1599778803842,163324,0,90089.4822733587,73234.5177266413
"226","Alamance",2021-05-05,163324,0,55.3057341324968,163324,0,90327.5372145591,72996.4627854409
"227","Alamance",2021-05-06,163324,0,55.4440263820975,163324,0,90553.4016482969,72770.5983517031
"228","Alamance",2021-05-07,163324,0,55.5794218801161,163324,0,90774.5349914808,72549.4650085192
"229","Alamance",2021-05-08,163324,0,55.7119206265919,163324,0,90990.937244175,72333.062755825
"230","Alamance",2021-05-09,163324,0,55.841522621522,163324,0,91202.6084063746,72121.3915936254
"231","Alamance",2021-05-10,163324,0,55.968227864873,163324,0,91409.5484780252,71914.4515219748
"232","Alamance",2021-05-11,163324,0,56.0920363566729,163324,0,91611.7574591725,71712.2425408275
"233","Alamance",2021-05-12,163324,0,56.2129480969301,163324,0,91809.2353498301,71514.7646501699
"234","Alamance",2021-05-13,163324,0,56.3309630856052,163324,0,92001.9821499338,71322.0178500662
"235","Alamance",2021-05-14,163324,0,56.4453760435798,163324,0,92188.8459694164,71135.1540305836
"236","Alamance",2021-05-15,163324,0,56.5561869708541,163324,0,92369.8268082778,70954.1731917222
"237","Alamance",2021-05-16,163324,0,56.663395867425,163324,0,92544.9246665131,70779.0753334869
"238","Alamance",2021-05-17,163324,0,56.7670027333007,163324,0,92714.1395441361,70609.8604558639
"239","Alamance",2021-05-18,163324,0,56.8670075684761,163324,0,92877.471441138,70446.528558862
"240","Alamance",2021-05-19,163324,0,56.963410372948,163324,0,93034.9203575137,70289.0796424863
"241","Alamance",2021-05-20,163324,0,57.0562111467196,163324,0,93186.4862932683,70137.5137067317
"242","Alamance",2021-05-21,163324,0,57.1506442731476,163324,0,93340.7182526755,69983.2817473245
"243","Alamance",2021-05-22,163324,0,57.2467097522267,163324,0,93497.6162357267,69826.3837642733
"244","Alamance",2021-05-23,163324,0,57.3444075839986,163324,0,93657.1802424898,69666.8197575102
"245","Alamance",2021-05-24,163324,0,57.4437377684269,163324,0,93819.4102729056,69504.5897270944
"246","Alamance",2021-05-25,163324,0,57.5447003055117,163324,0,93984.3063269739,69339.6936730261
"247","Alamance",2021-05-26,163324,0,57.6472951952476,163324,0,94151.8684046862,69172.1315953138
"248","Alamance",2021-05-27,163324,0,57.75152243764,163324,0,94322.0965060511,69001.9034939489
"249","Alamance",2021-05-28,163324,0,57.8591078266366,163324,0,94497.809266776,68826.190733224
"250","Alamance",2021-05-29,163324,0,57.9700513622708,163324,0,94679.0066869152,68644.9933130848
"251","Alamance",2021-05-30,163324,0,58.0843530445093,163324,0,94865.6887664144,68458.3112335856
"252","Alamance",2021-05-31,163324,0,58.2020128733575,163324,0,95057.8555052824,68266.1444947176
"253","Alamance",2021-06-01,163324,0,58.32303084881,163324,0,95255.5069035104,68068.4930964896
"254","Alamance",2021-06-02,163324,0,58.4474069709031,163324,0,95458.6429611578,67865.3570388422
"255","Alamance",2021-06-03,163324,0,58.5751412396005,163324,0,95667.2636781651,67656.7363218349
"256","Alamance",2021-06-04,163324,0,58.697224609914,163324,0,95866.6551218959,67457.3448781041
"257","Alamance",2021-06-05,163324,0,58.8136570818488,163324,0,96056.8172923588,67267.1827076412
"258","Alamance",2021-06-06,163324,0,58.9244386554081,163324,0,96237.7501895587,67086.2498104413
"259","Alamance",2021-06-07,163324,0,59.0295693305834,163324,0,96409.4538134821,66914.5461865179
"260","Alamance",2021-06-08,163324,0,59.1290491073832,163324,0,96571.9281641425,66752.0718358575
"261","Alamance",2021-06-09,163324,0,59.222877985799,163324,0,96725.1732415264,66598.8267584736
"262","Alamance",2021-06-10,163324,0,59.3110559658362,163324,0,96869.1890456423,66454.8109543577
"263","Alamance",2021-06-11,163324,0,59.3962872062086,163324,0,97008.3921166682,66315.6078833318
"264","Alamance",2021-06-12,163324,0,59.4785717069216,163324,0,97142.7824546127,66181.2175453873
"265","Alamance",2021-06-13,163324,0,59.5579094679699,163324,0,97272.3600594672,66051.6399405328
"266","Alamance",2021-06-14,163324,0,59.6343004893171,163324,0,97397.1249311722,65926.8750688278
"267","Alamance",2021-06-15,163324,0,59.7077447710049,163324,0,97517.077069796,65806.922930204
"268","Alamance",2021-06-16,163324,0,59.7782423130279,163324,0,97632.2164753297,65691.7835246703
"269","Alamance",2021-06-17,163324,0,59.8457931153551,163324,0,97742.5431477227,65581.4568522773
"270","Alamance",2021-06-18,163324,0,59.9127354324672,163324,0,97851.8760177227,65472.1239822773
"271","Alamance",2021-06-19,163324,0,59.9790692643662,163324,0,97960.2150853334,65363.7849146666
"272","Alamance",2021-06-20,163324,153.846153846154,60.0967785994115,163324,153.846153846154,97998.6165258566,65171.5373202972
"273","Alamance",2021-06-21,163324,0,60.1618107401126,163324,0,98258.6757731816,65065.3242268184
"274","Alamance",2021-06-22,163324,0,60.2262351872361,163324,0,98363.8963572014,64960.1036427986
"275","Alamance",2021-06-23,163324,0,60.2900519408202,163324,0,98468.1244318252,64855.8755681748
"276","Alamance",2021-06-24,163324,0,60.3532610008598,163324,0,98571.3599970442,64752.6400029558
